Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,Sample 21,Sample 22,Sample 23,Sample 24,Sample 25,Sample 26,Sample 27,Sample 28,Sample 29,Sample 30,Sample 31,Sample 32,Sample 33,Sample 34,Sample 35,Sample 36,Sample 37,Sample 38,Sample 39,Sample 40,Sample 41,Sample 42,Sample 43,Sample 44,Sample 45,Sample 46,Sample 47,Sample 48,Sample 49,Sample 50,Sample 51,Sample 52,Sample 53,Sample 54,Sample 55,Sample 56,Sample 57,Sample 58,Sample 59,Sample 60,Sample 61,Sample 62,Sample 63,Sample 64,Sample 65,Sample 66,Sample 67,Sample 68,Sample 69,Sample 70,Sample 71,Sample 72,Sample 73,Sample 74,Sample 75,Sample 76,Sample 77,Sample 78,Sample 79,Sample 80,Sample 81,Sample 82,Sample 83,Sample 84,Sample 85,Sample 86,Sample 87,Sample 88,Sample 89,Sample 90,Sample 91,Sample 92,Sample 93,Sample 94,Sample 95,Sample 96,Sample 97,Sample 98,Sample 99,Sample 100,Step/No step
1.0448893013238907,1.0452181626319883,1.0454706202507018,1.045693309247494,1.0458948037028308,1.0460423070192337,1.0460946276307108,1.0459936022162435,1.0456950936794283,1.0451520741462705,1.0443611139655116,1.043373490083218,1.0423033075571062,1.0413242900133137,1.0406068456053732,1.0402673539280893,1.040284238123894,1.0405553013205526,1.040882446467876,1.0410501415848732,1.0409182168602942,1.0404570410966874,1.0397762666106225,1.039124717915058,1.0387809499382976,1.0389240297913551,1.0395879943370818,1.0406163488626479,1.0417459580063824,1.0427165616989134,1.0433850072979929,1.0437207778573037,1.0437653340816497,1.043619176018238,1.0433115458726883,1.0428142025709155,1.0420755947351457,1.041067233812809,1.03985242780447,1.0386321041226385,1.0376808047533035,1.0372270345807073,1.0373787836313246,1.0379976525664327,1.0387524131894108,1.0392434553384786,1.039202298784256,1.03856616089344,1.0376093252182006,1.0369374543666838,1.0375629299998284,1.0410553947687151,1.0494515831351283,1.0647588900685314,1.0880320825457572,1.1184691108345985,1.1529653937339785,1.1867008693456649,1.2143593188524249,1.2317936162292957,1.2372618807435036,1.231777014970779,1.2180556842148307,1.1989062184393409,1.1756789338588713,1.147546269994974,1.1120028319358828,1.0663365049719813,1.0095666254162787,0.9439429983139038,0.8753983582019805,0.8122640315115451,0.7631113929033281,0.7345772652268411,0.729862589073181,0.7485809508860111,0.7875019546091555,0.8416187749028207,0.9047593690991402,0.9705464621186255,1.0339211818516256,1.092072850227356,1.1463741665780542,1.2039122414410113,1.2743768187463285,1.364199092692137,1.470426566231251,1.5775260805010798,1.6606903161823747,1.693887355720997,1.6605588169813157,1.5631877505183223,1.4242749210178853,1.2790397457242013,1.1632159950673584,1.0999853671312332,1.0923814238369465,1.1236643905699255,1.165793108302355,1.1912139004886146,1
1.0376808047533035,1.0372270345807073,1.0373787836313246,1.0379976525664327,1.0387524131894108,1.0392434553384786,1.039202298784256,1.03856616089344,1.0376093252182006,1.0369374543666838,1.0375629299998284,1.0410553947687151,1.0494515831351283,1.0647588900685314,1.0880320825457572,1.1184691108345985,1.1529653937339785,1.1867008693456649,1.2143593188524249,1.2317936162292957,1.2372618807435036,1.231777014970779,1.2180556842148307,1.1989062184393409,1.1756789338588713,1.147546269994974,1.1120028319358828,1.0663365049719813,1.0095666254162787,0.9439429983139038,0.8753983582019805,0.8122640315115451,0.7631113929033281,0.7345772652268411,0.729862589073181,0.7485809508860111,0.7875019546091555,0.8416187749028207,0.9047593690991402,0.9705464621186255,1.0339211818516256,1.092072850227356,1.1463741665780542,1.2039122414410113,1.2743768187463285,1.364199092692137,1.470426566231251,1.5775260805010798,1.6606903161823747,1.693887355720997,1.6605588169813157,1.5631877505183223,1.4242749210178853,1.2790397457242013,1.1632159950673584,1.0999853671312332,1.0923814238369465,1.1236643905699255,1.165793108302355,1.1912139004886146,1.18373866763711,1.1429010262846948,1.0818518206775192,1.018215816360712,0.9659306078374384,0.9313753489136696,0.9130124785780906,0.9049539860904215,0.9014629417657855,0.8994984002768994,0.8992298975706101,0.9025782052934174,0.9118366172492504,0.9297973282575608,0.9594522739648818,1.0034219771087167,1.06234806317091,1.1341318347871303,1.213365278840065,1.291667011702061,1.3589066912949086,1.4060256107330324,1.4289601002514365,1.431364028084278,1.4244751486897471,1.4242995685815811,1.4449904491901397,1.4925321953237058,1.559932740277052,1.6273896465480329,1.6677601412653924,1.655368772017956,1.5753410712361333,1.4293743505835532,1.2362278036177154,1.0260552066564563,0.8320314954459668,0.680417106372118,0.582908349120617,0.53613909162879,1
0.7485809508860111,0.7875019546091555,0.8416187749028207,0.9047593690991402,0.9705464621186255,1.0339211818516256,1.092072850227356,1.1463741665780542,1.2039122414410113,1.2743768187463285,1.364199092692137,1.470426566231251,1.5775260805010798,1.6606903161823747,1.693887355720997,1.6605588169813157,1.5631877505183223,1.4242749210178853,1.2790397457242013,1.1632159950673584,1.0999853671312332,1.0923814238369465,1.1236643905699255,1.165793108302355,1.1912139004886146,1.18373866763711,1.1429010262846948,1.0818518206775192,1.018215816360712,0.9659306078374384,0.9313753489136696,0.9130124785780906,0.9049539860904215,0.9014629417657855,0.8994984002768994,0.8992298975706101,0.9025782052934174,0.9118366172492504,0.9297973282575608,0.9594522739648818,1.0034219771087167,1.06234806317091,1.1341318347871303,1.213365278840065,1.291667011702061,1.3589066912949086,1.4060256107330324,1.4289601002514365,1.431364028084278,1.4244751486897471,1.4242995685815811,1.4449904491901397,1.4925321953237058,1.559932740277052,1.6273896465480329,1.6677601412653924,1.655368772017956,1.5753410712361333,1.4293743505835532,1.2362278036177154,1.0260552066564563,0.8320314954459668,0.680417106372118,0.582908349120617,0.53613909162879,0.5269275036394598,0.5399482214212417,0.5649701065540316,0.6017819043755532,0.659006658744812,0.7481563314378263,0.8779874673366546,1.0484579918146133,1.2488241812586787,1.4611265689492225,1.6644332969009872,1.8379956622064118,1.9636091551065447,2.02689007165432,2.019451247102022,1.9406276495218284,1.8022377820730213,1.6309747765660287,1.4628354659020903,1.3351695333838465,1.2752059549450874,1.2908096859812734,1.3666560586512086,1.4679642488241202,1.5514260837376115,1.5806902267038823,1.5383116101861003,1.4308659218013289,1.2856590942204003,1.1376957979023459,1.0159100871264934,0.9353694911420346,0.895315616756678,0.884781553065777,0.8906763513445853,1
1.018215816360712,0.9659306078374384,0.9313753489136696,0.9130124785780906,0.9049539860904215,0.9014629417657855,0.8994984002768994,0.8992298975706101,0.9025782052934174,0.9118366172492504,0.9297973282575608,0.9594522739648818,1.0034219771087167,1.06234806317091,1.1341318347871303,1.213365278840065,1.291667011702061,1.3589066912949086,1.4060256107330324,1.4289601002514365,1.431364028084278,1.4244751486897471,1.4242995685815811,1.4449904491901397,1.4925321953237058,1.559932740277052,1.6273896465480329,1.6677601412653924,1.655368772017956,1.5753410712361333,1.4293743505835532,1.2362278036177154,1.0260552066564563,0.8320314954459668,0.680417106372118,0.582908349120617,0.53613909162879,0.5269275036394598,0.5399482214212417,0.5649701065540316,0.6017819043755532,0.659006658744812,0.7481563314378263,0.8779874673366546,1.0484579918146133,1.2488241812586787,1.4611265689492225,1.6644332969009872,1.8379956622064118,1.9636091551065447,2.02689007165432,2.019451247102022,1.9406276495218284,1.8022377820730213,1.6309747765660287,1.4628354659020903,1.3351695333838465,1.2752059549450874,1.2908096859812734,1.3666560586512086,1.4679642488241202,1.5514260837376115,1.5806902267038823,1.5383116101861003,1.4308659218013289,1.2856590942204003,1.1376957979023459,1.0159100871264934,0.9353694911420346,0.895315616756678,0.884781553065777,0.8906763513445853,0.9044015570938587,0.9234507392585277,0.9489611144304277,0.9848759183645248,1.036496390211582,1.108242065936327,1.2006864856123922,1.308266842931509,1.4187018380701542,1.515580079990626,1.5846396290004252,1.6203331356167794,1.6290010030567645,1.6258286214292046,1.6285344755828381,1.648085127085447,1.6825297407746316,1.7159450771510607,1.7239441419124601,1.6836705785155297,1.5835213517785072,1.4299009734451775,1.2457061062932016,1.0627568955540656,0.9099309563755987,0.8028165428400039,0.7396562002420425,0.7062469368934632,1
1.0260552066564563,0.8320314954459668,0.680417106372118,0.582908349120617,0.53613909162879,0.5269275036394598,0.5399482214212417,0.5649701065540316,0.6017819043755532,0.659006658744812,0.7481563314378263,0.8779874673366546,1.0484579918146133,1.2488241812586787,1.4611265689492225,1.6644332969009872,1.8379956622064118,1.9636091551065447,2.02689007165432,2.019451247102022,1.9406276495218284,1.8022377820730213,1.6309747765660287,1.4628354659020903,1.3351695333838465,1.2752059549450874,1.2908096859812734,1.3666560586512086,1.4679642488241202,1.5514260837376115,1.5806902267038823,1.5383116101861003,1.4308659218013289,1.2856590942204003,1.1376957979023459,1.0159100871264934,0.9353694911420346,0.895315616756678,0.884781553065777,0.8906763513445853,0.9044015570938587,0.9234507392585277,0.9489611144304277,0.9848759183645248,1.036496390211582,1.108242065936327,1.2006864856123922,1.308266842931509,1.4187018380701542,1.515580079990626,1.5846396290004252,1.6203331356167794,1.6290010030567645,1.6258286214292046,1.6285344755828381,1.648085127085447,1.6825297407746316,1.7159450771510607,1.7239441419124601,1.6836705785155297,1.5835213517785072,1.4299009734451775,1.2457061062932016,1.0627568955540656,0.9099309563755987,0.8028165428400039,0.7396562002420425,0.7062469368934632,0.6847570854783057,0.663998392111063,0.6458804025173187,0.6444497996211053,0.6806562121629717,0.7754123588502408,0.9399693263292311,1.1698822960674764,1.4447624173879623,1.7303368639886376,1.9849498641967775,2.169693901085853,2.257428556442261,2.239887388801575,2.1304258592069147,1.9625535274207595,1.7798264831304555,1.6232763498127465,1.5211807024478916,1.4807465316951274,1.4885659583091737,1.5154421693682671,1.5285142297506333,1.5013239619195462,1.4236628983616828,1.3024730881333353,1.1590353357195853,1.0209259640395643,0.9112395950317383,0.8420941447854042,0.8135791741788387,0.8171454287171362,1
1.3666560586512086,1.4679642488241202,1.5514260837376115,1.5806902267038823,1.5383116101861003,1.4308659218013289,1.2856590942204003,1.1376957979023459,1.0159100871264934,0.9353694911420346,0.895315616756678,0.884781553065777,0.8906763513445853,0.9044015570938587,0.9234507392585277,0.9489611144304277,0.9848759183645248,1.036496390211582,1.108242065936327,1.2006864856123922,1.308266842931509,1.4187018380701542,1.515580079990626,1.5846396290004252,1.6203331356167794,1.6290010030567645,1.6258286214292046,1.6285344755828381,1.648085127085447,1.6825297407746316,1.7159450771510607,1.7239441419124601,1.6836705785155297,1.5835213517785072,1.4299009734451775,1.2457061062932016,1.0627568955540656,0.9099309563755987,0.8028165428400039,0.7396562002420425,0.7062469368934632,0.6847570854783057,0.663998392111063,0.6458804025173187,0.6444497996211053,0.6806562121629717,0.7754123588502408,0.9399693263292311,1.1698822960674764,1.4447624173879623,1.7303368639886376,1.9849498641967775,2.169693901085853,2.257428556442261,2.239887388801575,2.1304258592069147,1.9625535274207595,1.7798264831304555,1.6232763498127465,1.5211807024478916,1.4807465316951274,1.4885659583091737,1.5154421693682671,1.5285142297506333,1.5013239619195462,1.4236628983616828,1.3024730881333353,1.1590353357195853,1.0209259640395643,0.9112395950317383,0.8420941447854042,0.8135791741788387,0.8171454287171362,0.8410965247392655,0.8777243316471577,0.9260358176231386,0.9894743292629722,1.0733229010164738,1.1815489750862127,1.3108830288469788,1.4492183974921702,1.5778929705560207,1.6774808204829692,1.7361769027709961,1.7552874137163161,1.7507567342638972,1.7451224154531955,1.7573801880300046,1.7924413621366027,1.836876441538334,1.8627990395665168,1.8381147078573705,1.740743263190985,1.5678255306303504,1.3395015995144848,1.0909774428606034,0.8612538211047648,0.6794175806105138,0.5563946393728256,0.48591466090679175,1
1.6836705785155297,1.5835213517785072,1.4299009734451775,1.2457061062932016,1.0627568955540656,0.9099309563755987,0.8028165428400039,0.7396562002420425,0.7062469368934632,0.6847570854783057,0.663998392111063,0.6458804025173187,0.6444497996211053,0.6806562121629717,0.7754123588502408,0.9399693263292311,1.1698822960674764,1.4447624173879623,1.7303368639886376,1.9849498641967775,2.169693901085853,2.257428556442261,2.239887388801575,2.1304258592069147,1.9625535274207595,1.7798264831304555,1.6232763498127465,1.5211807024478916,1.4807465316951274,1.4885659583091737,1.5154421693682671,1.5285142297506333,1.5013239619195462,1.4236628983616828,1.3024730881333353,1.1590353357195853,1.0209259640395643,0.9112395950317383,0.8420941447854042,0.8135791741788387,0.8171454287171362,0.8410965247392655,0.8777243316471577,0.9260358176231386,0.9894743292629722,1.0733229010164738,1.1815489750862127,1.3108830288469788,1.4492183974921702,1.5778929705560207,1.6774808204829692,1.7361769027709961,1.7552874137163161,1.7507567342638972,1.7451224154531955,1.7573801880300046,1.7924413621366027,1.836876441538334,1.8627990395665168,1.8381147078573705,1.740743263190985,1.5678255306303504,1.3395015995144848,1.0909774428606034,0.8612538211047648,0.6794175806105138,0.5563946393728256,0.48591466090679175,0.45286083529591553,0.4462607518494129,0.4669154049813748,0.5272927707433702,0.644029820084572,0.8269722488224507,1.0724929679214954,1.3626844305932522,1.6667145363807676,1.9463935318887238,2.1629704280972493,2.2847989124834536,2.2936991043448445,2.1910348635792736,2.0030045076012613,1.7757070958375933,1.5632183276593685,1.4125773952305316,1.3496034211516381,1.371153109300137,1.4472741536915303,1.5316612926721573,1.5777187577843665,1.5556927228271966,1.4619728343546392,1.3178791996657844,1.1594617048263551,1.021529010283947,0.9264224555075169,0.8798195953726768,0.8740965378761292,0.896438324958086,1
1.6232763498127465,1.5211807024478916,1.4807465316951274,1.4885659583091737,1.5154421693682671,1.5285142297506333,1.5013239619195462,1.4236628983616828,1.3024730881333353,1.1590353357195853,1.0209259640395643,0.9112395950317383,0.8420941447854042,0.8135791741788387,0.8171454287171362,0.8410965247392655,0.8777243316471577,0.9260358176231386,0.9894743292629722,1.0733229010164738,1.1815489750862127,1.3108830288469788,1.4492183974921702,1.5778929705560207,1.6774808204829692,1.7361769027709961,1.7552874137163161,1.7507567342638972,1.7451224154531955,1.7573801880300046,1.7924413621366027,1.836876441538334,1.8627990395665168,1.8381147078573705,1.740743263190985,1.5678255306303504,1.3395015995144848,1.0909774428606034,0.8612538211047648,0.6794175806105138,0.5563946393728256,0.48591466090679175,0.45286083529591553,0.4462607518494129,0.4669154049813748,0.5272927707433702,0.644029820084572,0.8269722488224507,1.0724929679214954,1.3626844305932522,1.6667145363807676,1.9463935318887238,2.1629704280972493,2.2847989124834536,2.2936991043448445,2.1910348635792736,2.0030045076012613,1.7757070958375933,1.5632183276593685,1.4125773952305316,1.3496034211516381,1.371153109300137,1.4472741536915303,1.5316612926721573,1.5777187577843665,1.5556927228271966,1.4619728343546392,1.3178791996657844,1.1594617048263551,1.021529010283947,0.9264224555075169,0.8798195953726768,0.8740965378761292,0.896438324958086,0.9371702696979045,0.9932832180202009,1.0650774299323555,1.152264201653004,1.2523787184536457,1.3574420086741448,1.454105311441422,1.5281690838754176,1.570208636558056,1.580290086346865,1.5694123460710048,1.5573295828342437,1.5637818253219127,1.6005740918695932,1.6638562824964525,1.7337176648914814,1.779135256308317,1.7689187437534335,1.683327024149895,1.522701456260681,1.3088332113862038,1.077243065685034,0.8654119389653205,0.699475007146597,0.5881521022975444,0.5245241829812528,1
1.836876441538334,1.8627990395665168,1.8381147078573705,1.740743263190985,1.5678255306303504,1.3395015995144848,1.0909774428606034,0.8612538211047648,0.6794175806105138,0.5563946393728256,0.48591466090679175,0.45286083529591553,0.4462607518494129,0.4669154049813748,0.5272927707433702,0.644029820084572,0.8269722488224507,1.0724929679214954,1.3626844305932522,1.6667145363807676,1.9463935318887238,2.1629704280972493,2.2847989124834536,2.2936991043448445,2.1910348635792736,2.0030045076012613,1.7757070958375933,1.5632183276593685,1.4125773952305316,1.3496034211516381,1.371153109300137,1.4472741536915303,1.5316612926721573,1.5777187577843665,1.5556927228271966,1.4619728343546392,1.3178791996657844,1.1594617048263551,1.021529010283947,0.9264224555075169,0.8798195953726768,0.8740965378761292,0.896438324958086,0.9371702696979045,0.9932832180202009,1.0650774299323555,1.152264201653004,1.2523787184536457,1.3574420086741448,1.454105311441422,1.5281690838754176,1.570208636558056,1.580290086346865,1.5694123460710048,1.5573295828342437,1.5637818253219127,1.6005740918695932,1.6638562824964525,1.7337176648914814,1.779135256308317,1.7689187437534335,1.683327024149895,1.522701456260681,1.3088332113862038,1.077243065685034,0.8654119389653205,0.699475007146597,0.5881521022975444,0.5245241829812528,0.4958406038939952,0.4950698827445506,0.526610114312172,0.6041255119383336,0.7415384455084804,0.9422433850884435,1.1945330458462238,1.4736286447644233,1.7451240957915783,1.9723333873033526,2.1240242478847495,2.1812077216565613,2.1401788766622545,2.0149217078983783,1.836074244505167,1.6434515119314197,1.47703772687912,1.366439843446016,1.32337499178648,1.3387641756772992,1.3865510591328147,1.431648665434122,1.4410497063159946,1.3961817273378374,1.298928873062134,1.1703161657691004,1.0408854769825937,0.9376218245625497,0.8757544722855093,0.8564709782004358,0.8700825603008271,1
1.5632183276593685,1.4125773952305316,1.3496034211516381,1.371153109300137,1.4472741536915303,1.5316612926721573,1.5777187577843665,1.5556927228271966,1.4619728343546392,1.3178791996657844,1.1594617048263551,1.021529010283947,0.9264224555075169,0.8798195953726768,0.8740965378761292,0.896438324958086,0.9371702696979045,0.9932832180202009,1.0650774299323555,1.152264201653004,1.2523787184536457,1.3574420086741448,1.454105311441422,1.5281690838754176,1.570208636558056,1.580290086346865,1.5694123460710048,1.5573295828342437,1.5637818253219127,1.6005740918695932,1.6638562824964525,1.7337176648914814,1.779135256308317,1.7689187437534335,1.683327024149895,1.522701456260681,1.3088332113862038,1.077243065685034,0.8654119389653205,0.699475007146597,0.5881521022975444,0.5245241829812528,0.4958406038939952,0.4950698827445506,0.526610114312172,0.6041255119383336,0.7415384455084804,0.9422433850884435,1.1945330458462238,1.4736286447644233,1.7451240957915783,1.9723333873033526,2.1240242478847495,2.1812077216565613,2.1401788766622545,2.0149217078983783,1.836074244505167,1.6434515119314197,1.47703772687912,1.366439843446016,1.32337499178648,1.3387641756772992,1.3865510591328147,1.431648665434122,1.4410497063159946,1.3961817273378374,1.298928873062134,1.1703161657691004,1.0408854769825937,0.9376218245625497,0.8757544722855093,0.8564709782004358,0.8700825603008271,0.9027962533831595,0.9445546241044999,0.9917751626074317,1.0457809911191465,1.112008773082495,1.1962384556353094,1.2994484115302565,1.414995078277588,1.5295287152051924,1.6268287854492665,1.6944956507921223,1.7294856747686862,1.7396727919638157,1.739238611745835,1.7415072232425215,1.7513479608416558,1.761162548047304,1.752815743380785,1.7047623752057552,1.6024516215443614,1.4458810693621638,1.251409577608109,1.046759230309725,0.8611719483077528,0.71369443846941,0.6088805085361003,0.5395210902273656,1
